locus_tag	ftype	length_bp	gene	EC_number	COG	product
EMFGFLLL_02794	CDS	804	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
EMFGFLLL_02795	CDS	948	secF_2		COG0341	Protein translocase subunit SecF
EMFGFLLL_02796	CDS	1854	secD_2		COG0342	Protein translocase subunit SecD
EMFGFLLL_02797	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
EMFGFLLL_02798	CDS	1140	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
EMFGFLLL_02799	CDS	1059	queA_1	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
EMFGFLLL_02800	CDS	450	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
EMFGFLLL_02801	CDS	1314	aceA	4.1.3.1	COG2224	Isocitrate lyase
EMFGFLLL_02802	CDS	1638	aceB	2.3.3.9	COG2225	Malate synthase A
EMFGFLLL_02803	CDS	906	oxyR_2			Hydrogen peroxide-inducible genes activator
EMFGFLLL_02804	CDS	606	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
EMFGFLLL_02805	CDS	765	cutC		COG3142	Copper homeostasis protein CutC
EMFGFLLL_02806	CDS	777		2.7.4.1	COG2326	Polyphosphate:ADP phosphotransferase
EMFGFLLL_02807	CDS	711	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
EMFGFLLL_02808	CDS	822	pstB	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB
EMFGFLLL_02809	CDS	1647				hypothetical protein
EMFGFLLL_02810	CDS	2196				hypothetical protein
EMFGFLLL_02811	CDS	2106	ppk	2.7.4.1	COG0855	Polyphosphate kinase
EMFGFLLL_02812	CDS	1503	ppx	3.6.1.11	COG0248	Exopolyphosphatase
EMFGFLLL_02813	CDS	969	pstS		COG0226	Phosphate-binding protein PstS
EMFGFLLL_02814	CDS	1302	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
EMFGFLLL_02815	CDS	690	phoB_1		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
EMFGFLLL_02816	CDS	915	rdgC		COG2974	Recombination-associated protein RdgC
EMFGFLLL_02817	CDS	1401	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
EMFGFLLL_02818	CDS	255	yfhL		COG1145	Ferredoxin YfhL
EMFGFLLL_02819	CDS	1293				hypothetical protein
EMFGFLLL_02820	CDS	723	frp	1.5.1.38		NADPH-flavin oxidoreductase
EMFGFLLL_02821	CDS	324				hypothetical protein
EMFGFLLL_02822	tRNA	74				tRNA-Pro(tgg)
EMFGFLLL_02823	CDS	1716	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
EMFGFLLL_02824	CDS	1557	dppA		COG0747	Periplasmic dipeptide transport protein
EMFGFLLL_02825	CDS	978	dppB_2		COG0601	Dipeptide transport system permease protein DppB
EMFGFLLL_02826	CDS	939	dppC_2		COG1173	Dipeptide transport system permease protein DppC
EMFGFLLL_02827	CDS	948				hypothetical protein
EMFGFLLL_02828	CDS	1356	gor	1.8.1.7	COG1249	Glutathione reductase
EMFGFLLL_02829	CDS	840	rlmJ_1	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
EMFGFLLL_02830	CDS	2043	prlC	3.4.24.70	COG0339	Oligopeptidase A
EMFGFLLL_02831	CDS	2172	uvrD	3.6.4.12	COG0210	DNA helicase II
EMFGFLLL_02832	CDS	669	rhtC		COG1280	Threonine efflux protein
EMFGFLLL_02833	CDS	804	rhaS_6			HTH-type transcriptional activator RhaS
EMFGFLLL_02834	CDS	1755	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
EMFGFLLL_02835	CDS	903	rarD		COG2962	Protein RarD
EMFGFLLL_02836	CDS	1863	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
EMFGFLLL_02837	CDS	300				hypothetical protein
EMFGFLLL_02838	CDS	363				hypothetical protein
EMFGFLLL_02839	CDS	1830		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
EMFGFLLL_02840	CDS	2100	fhuA		COG1629	Ferrichrome outer membrane transporter/phage receptor
EMFGFLLL_02841	CDS	786	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
EMFGFLLL_02842	CDS	960	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
EMFGFLLL_02843	CDS	1962	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
EMFGFLLL_02844	CDS	849	murR		COG1737	HTH-type transcriptional regulator MurR
EMFGFLLL_02845	CDS	903	murQ_1	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
EMFGFLLL_02846	CDS	1446	murP		COG2190	PTS system N-acetylmuramic acid-specific EIIBC component
EMFGFLLL_02847	CDS	489				hypothetical protein
EMFGFLLL_02848	CDS	867				hypothetical protein
EMFGFLLL_02849	CDS	717	rph	2.7.7.56		Ribonuclease PH
EMFGFLLL_02850	CDS	714	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
EMFGFLLL_02851	CDS	978	lpxM	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
EMFGFLLL_02852	CDS	948	lpxL	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
EMFGFLLL_02853	CDS	591	slmA_2		COG1309	Nucleoid occlusion factor SlmA
EMFGFLLL_02854	CDS	1200	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
EMFGFLLL_02855	CDS	1680	mcpP_4		COG0840	Methyl-accepting chemotaxis protein McpP
EMFGFLLL_02856	CDS	675				hypothetical protein
EMFGFLLL_02857	CDS	237	rpmB		COG0227	50S ribosomal protein L28
EMFGFLLL_02858	CDS	168	rpmG		COG0267	50S ribosomal protein L33
EMFGFLLL_02859	CDS	483				hypothetical protein
EMFGFLLL_02860	CDS	810	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
EMFGFLLL_02861	CDS	495	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
EMFGFLLL_02862	CDS	1038	rfaF_1	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
EMFGFLLL_02863	CDS	780				hypothetical protein
EMFGFLLL_02864	CDS	1068				hypothetical protein
EMFGFLLL_02865	CDS	711	kdkA	2.7.1.166	COG0515	3-deoxy-D-manno-octulosonic acid kinase
EMFGFLLL_02866	CDS	924				hypothetical protein
EMFGFLLL_02867	CDS	744	ispD_2	2.7.7.60		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
EMFGFLLL_02868	CDS	1584				hypothetical protein
EMFGFLLL_02869	CDS	381				hypothetical protein
EMFGFLLL_02870	CDS	1281	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
EMFGFLLL_02871	CDS	783				hypothetical protein
EMFGFLLL_02872	CDS	1050				hypothetical protein
EMFGFLLL_02873	CDS	1038	rfaF_2	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
EMFGFLLL_02874	CDS	1200				hypothetical protein
EMFGFLLL_02875	CDS	561	neuO	2.3.1.136		Polysialic acid O-acetyltransferase
EMFGFLLL_02876	CDS	1773				hypothetical protein
EMFGFLLL_02877	CDS	945	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
EMFGFLLL_02878	CDS	1146	wzzE		COG3765	ECA polysaccharide chain length modulation protein
EMFGFLLL_02879	CDS	1191	pglF_1	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
EMFGFLLL_02880	CDS	1152	pglE	2.6.1.34	COG0399	UDP-N-acetylbacillosamine transaminase
EMFGFLLL_02881	CDS	408	phaJ	4.2.1.119	COG2030	(R)-specific enoyl-CoA hydratase
EMFGFLLL_02882	CDS	822				hypothetical protein
EMFGFLLL_02883	CDS	1155	legG	3.2.1.184	COG0381	GDP/UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolyzing)
EMFGFLLL_02884	CDS	678	bshB1	3.5.1.-	COG2120	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
EMFGFLLL_02885	CDS	1074	legI	2.5.1.101	COG2089	N,N'-diacetyllegionaminic acid synthase
EMFGFLLL_02886	CDS	648	epsM_2	2.3.1.-	COG0110	Putative acetyltransferase EpsM
EMFGFLLL_02887	CDS	1062	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
EMFGFLLL_02888	CDS	978	iolG	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
EMFGFLLL_02889	CDS	690	legF	2.7.7.82	COG1083	CMP-N,N'-diacetyllegionaminic acid synthase
EMFGFLLL_02890	CDS	774	linC	1.1.1.-	COG1028	2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase
EMFGFLLL_02891	CDS	1458				hypothetical protein
EMFGFLLL_02892	CDS	1113				hypothetical protein
EMFGFLLL_02893	CDS	990				hypothetical protein
EMFGFLLL_02894	CDS	720	ppm1	2.4.1.-		Polyprenol monophosphomannose synthase
EMFGFLLL_02895	CDS	864				hypothetical protein
EMFGFLLL_02896	CDS	261				hypothetical protein
EMFGFLLL_02897	CDS	1248				hypothetical protein
EMFGFLLL_02898	CDS	1320				hypothetical protein
EMFGFLLL_02899	CDS	1242				hypothetical protein
EMFGFLLL_02900	CDS	1137				hypothetical protein
EMFGFLLL_02901	CDS	540	hisH_2	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
EMFGFLLL_02902	CDS	786	hisF_2	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
EMFGFLLL_02903	CDS	1038	capD	5.1.3.2	COG1086	UDP-glucose 4-epimerase
EMFGFLLL_02904	CDS	1107	wbjC	1.1.1.367		UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase
EMFGFLLL_02905	CDS	1131	wbpI	5.1.3.23	COG0381	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
EMFGFLLL_02906	CDS	1206				hypothetical protein
EMFGFLLL_02907	CDS	951	gnu	5.1.3.26	COG0451	N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 4-epimerase
EMFGFLLL_02908	CDS	564				hypothetical protein
EMFGFLLL_02909	CDS	1941	pglF_2	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
EMFGFLLL_02910	CDS	762				hypothetical protein
EMFGFLLL_02911	CDS	2208				hypothetical protein
EMFGFLLL_02912	CDS	771				hypothetical protein
EMFGFLLL_02913	CDS	690	gfcB			putative lipoprotein GfcB
EMFGFLLL_02914	CDS	276				hypothetical protein
EMFGFLLL_02915	CDS	1158				hypothetical protein
EMFGFLLL_02916	CDS	441	amsI	3.1.3.48	COG0394	putative low molecular weight protein-tyrosine-phosphatase AmsI
EMFGFLLL_02917	CDS	2160		2.7.10.-		Putative tyrosine-protein kinase in cps region
EMFGFLLL_02918	CDS	1173				hypothetical protein
EMFGFLLL_02919	CDS	945	epsO	2.-.-.-	COG5039	Putative pyruvyl transferase EpsO
EMFGFLLL_02920	CDS	840	arnC	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
EMFGFLLL_02921	CDS	810	wbbD	2.4.1.303	COG0463	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase
EMFGFLLL_02922	CDS	693				hypothetical protein
EMFGFLLL_02923	CDS	1182				hypothetical protein
EMFGFLLL_02924	CDS	204	ugd_2	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
EMFGFLLL_02925	CDS	1086	wecA	2.7.8.33	COG0472	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
EMFGFLLL_02926	CDS	375				hypothetical protein
EMFGFLLL_02927	CDS	1317		3.1.-.-	COG1236	Ribonuclease
EMFGFLLL_02928	CDS	411				hypothetical protein
EMFGFLLL_02929	CDS	321				hypothetical protein
EMFGFLLL_02930	CDS	1239	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
EMFGFLLL_02931	CDS	573	tmung	3.2.2.27	COG1573	Type-4 uracil-DNA glycosylase
EMFGFLLL_02932	CDS	924	ghrA	1.1.1.81		Glyoxylate/hydroxypyruvate reductase A
EMFGFLLL_02933	CDS	588			COG3068	putative protein
EMFGFLLL_02934	CDS	381			COG2852	putative protein
EMFGFLLL_02935	CDS	1059				hypothetical protein
EMFGFLLL_02936	CDS	273	hupA			DNA-binding protein HU-alpha
EMFGFLLL_02937	CDS	690				hypothetical protein
EMFGFLLL_02938	CDS	1290	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
EMFGFLLL_02939	CDS	1593	purH		COG0138	Bifunctional purine biosynthesis protein PurH
EMFGFLLL_02940	CDS	399	zntR		COG0789	HTH-type transcriptional regulator ZntR
EMFGFLLL_02941	CDS	1560	cadC		COG3710	Transcriptional activator CadC
EMFGFLLL_02942	CDS	1338	cadB		COG0531	putative cadaverine/lysine antiporter
EMFGFLLL_02943	CDS	2136	cadA	4.1.1.18	COG1982	Inducible lysine decarboxylase
EMFGFLLL_02944	CDS	1641	mcpP_5		COG0840	Methyl-accepting chemotaxis protein McpP
EMFGFLLL_02945	CDS	678				hypothetical protein
EMFGFLLL_02946	CDS	2043	cntO		COG1629	Metal-pseudopaline receptor CntO
EMFGFLLL_02947	CDS	606	eda		COG0800	Putative KHG/KDPG aldolase
EMFGFLLL_02948	CDS	1377	ygbN		COG2610	Inner membrane permease YgbN
EMFGFLLL_02949	CDS	516	gntK	2.7.1.12	COG3265	Thermoresistant gluconokinase
EMFGFLLL_02950	CDS	1797	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
EMFGFLLL_02951	CDS	999	gntR_2			HTH-type transcriptional regulator GntR
EMFGFLLL_02952	CDS	297	fis		COG2901	DNA-binding protein Fis
EMFGFLLL_02953	CDS	921	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
EMFGFLLL_02954	CDS	888	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
EMFGFLLL_02955	CDS	1344	accC	6.3.4.14	COG0439	Biotin carboxylase
EMFGFLLL_02956	CDS	462	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
EMFGFLLL_02957	CDS	453	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
EMFGFLLL_02958	CDS	1950	acs_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
EMFGFLLL_02959	CDS	630	polC_2	2.7.7.7	COG2176	DNA polymerase III PolC-type
EMFGFLLL_02960	CDS	1824				hypothetical protein
EMFGFLLL_02961	CDS	1191	hcaT			putative 3-phenylpropionic acid transporter
EMFGFLLL_02962	CDS	3444	rcsC_10	2.7.13.3		Sensor histidine kinase RcsC
EMFGFLLL_02963	CDS	1494	gppA	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
EMFGFLLL_02964	CDS	1317	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
EMFGFLLL_02965	CDS	327	trxA		COG0526	Thioredoxin 1
EMFGFLLL_02966	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
EMFGFLLL_02967	CDS	993				hypothetical protein
EMFGFLLL_02968	CDS	1842	ubiD	4.1.1.98		3-octaprenyl-4-hydroxybenzoate carboxy-lyase
EMFGFLLL_02969	CDS	270	paaE	1.-.-.-	COG1018	1,2-phenylacetyl-CoA epoxidase, subunit E
EMFGFLLL_02970	CDS	711	fre_1	1.5.1.-	COG0543	NAD(P)H-flavin reductase
EMFGFLLL_02971	tRNA	77				tRNA-Trp(cca)
EMFGFLLL_02972	CDS	381	crcB		COG0239	Putative fluoride ion transporter CrcB
EMFGFLLL_02973	CDS	1938	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
EMFGFLLL_02974	CDS	1323	thiE	2.5.1.3		Thiamine-phosphate synthase
EMFGFLLL_02975	CDS	777	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
EMFGFLLL_02976	CDS	207	thiS		COG2104	Sulfur carrier protein ThiS
EMFGFLLL_02977	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
EMFGFLLL_02978	CDS	1113	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
EMFGFLLL_02979	CDS	1794				hypothetical protein
EMFGFLLL_02980	CDS	942	yidZ			HTH-type transcriptional regulator YidZ
EMFGFLLL_02981	CDS	1203	mdtL			Multidrug resistance protein MdtL
EMFGFLLL_02982	CDS	285				hypothetical protein
EMFGFLLL_02983	CDS	462	asnC		COG1522	Regulatory protein AsnC
EMFGFLLL_02984	CDS	2295				hypothetical protein
EMFGFLLL_02985	CDS	786	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
EMFGFLLL_02986	CDS	384				hypothetical protein
EMFGFLLL_02987	CDS	888	bioP		COG0697	Biotin transporter
EMFGFLLL_02988	CDS	426	uspA		COG0589	Universal stress protein A
EMFGFLLL_02989	CDS	528	ftnA	1.16.3.2	COG1528	putative bacterial non-heme ferritin
EMFGFLLL_02990	CDS	324	uspB			Universal stress protein B
EMFGFLLL_02991	CDS	1188			COG2081	putative protein
EMFGFLLL_02992	CDS	912				hypothetical protein
EMFGFLLL_02993	CDS	1533				hypothetical protein
EMFGFLLL_02994	CDS	783	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
EMFGFLLL_02995	CDS	624	ubiJ_2		COG3165	Ubiquinone biosynthesis accessory factor UbiJ
EMFGFLLL_02996	CDS	1635	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
EMFGFLLL_02997	CDS	249	tatA_1		COG1826	Sec-independent protein translocase protein TatA
EMFGFLLL_02998	CDS	402	tatB		COG1826	Sec-independent protein translocase protein TatB
EMFGFLLL_02999	CDS	753	tatC		COG0805	Sec-independent protein translocase protein TatC
EMFGFLLL_03000	CDS	1002	ccp	1.11.1.5	COG1858	Cytochrome c551 peroxidase
EMFGFLLL_03001	CDS	1356	dinF		COG0534	DNA damage-inducible protein F
EMFGFLLL_03002	CDS	813				hypothetical protein
EMFGFLLL_03003	CDS	630	lexA	3.4.21.88	COG1974	LexA repressor
EMFGFLLL_03004	CDS	2427	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
EMFGFLLL_03005	CDS	855	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
EMFGFLLL_03006	CDS	540	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
EMFGFLLL_03007	CDS	411				hypothetical protein
EMFGFLLL_03008	CDS	1980				hypothetical protein
EMFGFLLL_03009	CDS	834	glpG_2	3.4.21.105	COG0705	Rhomboid protease GlpG
EMFGFLLL_03010	CDS	321	glpE_4	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
EMFGFLLL_03011	CDS	768	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
EMFGFLLL_03012	CDS	1044	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
EMFGFLLL_03013	CDS	429	ypeA_2	2.3.1.-	COG0456	Acetyltransferase YpeA
EMFGFLLL_03014	CDS	2805	polA	2.7.7.7	COG0258	DNA polymerase I
EMFGFLLL_03015	CDS	663	engB		COG0218	putative GTP-binding protein EngB
EMFGFLLL_03016	CDS	618	cc4		COG2863	Cytochrome c4
EMFGFLLL_03017	CDS	639	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
EMFGFLLL_03018	CDS	549	yihI			Der GTPase-activating protein YihI
EMFGFLLL_03019	CDS	489				hypothetical protein
EMFGFLLL_03020	CDS	1389	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
EMFGFLLL_03021	CDS	1197	hemY		COG3071	Protein HemY
EMFGFLLL_03022	CDS	1200				hypothetical protein
EMFGFLLL_03023	CDS	768	hemD	4.2.1.75	COG1587	Uroporphyrinogen-III synthase
EMFGFLLL_03024	CDS	936	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
EMFGFLLL_03025	CDS	2655	cyaA	4.6.1.1	COG3072	Adenylate cyclase
EMFGFLLL_03026	CDS	315	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
EMFGFLLL_03027	CDS	1254	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
EMFGFLLL_03028	CDS	831	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
EMFGFLLL_03029	CDS	699				hypothetical protein
EMFGFLLL_03030	CDS	936	xerC_2		COG4973	Tyrosine recombinase XerC
EMFGFLLL_03031	CDS	720	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
EMFGFLLL_03032	CDS	2490	cdpA	3.1.4.52	COG2199	Cyclic di-GMP phosphodiesterase CdpA
EMFGFLLL_03033	CDS	597				hypothetical protein
EMFGFLLL_03034	CDS	1545				hypothetical protein
EMFGFLLL_03035	CDS	828	yigL	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
EMFGFLLL_03036	CDS	1017	pldB	3.1.1.5	COG2267	Lysophospholipase L2
EMFGFLLL_03037	CDS	618	rhtB_2		COG1280	Homoserine/homoserine lactone efflux protein
EMFGFLLL_03038	CDS	1227	cdgJ_2	3.1.4.52	COG3434	Cyclic di-GMP phosphodiesterase CdgJ
EMFGFLLL_03039	CDS	471			COG0783	putative protein
EMFGFLLL_03040	CDS	330				hypothetical protein
EMFGFLLL_03041	CDS	369				hypothetical protein
EMFGFLLL_03042	CDS	624				hypothetical protein
EMFGFLLL_03043	CDS	267				hypothetical protein
EMFGFLLL_03044	CDS	600	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
EMFGFLLL_03045	CDS	1194	ftsY_2			Signal recognition particle receptor FtsY
EMFGFLLL_03046	CDS	675	ftsE		COG2884	Cell division ATP-binding protein FtsE
EMFGFLLL_03047	CDS	993	ftsX		COG2177	Cell division protein FtsX
EMFGFLLL_03048	CDS	861	rpoH		COG0568	RNA polymerase sigma factor RpoH
EMFGFLLL_03049	CDS	1401	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
EMFGFLLL_03050	CDS	642	fabR		COG1309	HTH-type transcriptional repressor FabR
EMFGFLLL_03051	CDS	372	yijD			Inner membrane protein YijD
EMFGFLLL_03052	CDS	1110	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
EMFGFLLL_03053	CDS	1833	btuB		COG4206	Vitamin B12 transporter BtuB
EMFGFLLL_03054	CDS	1749				hypothetical protein
EMFGFLLL_03055	CDS	93				hypothetical protein
EMFGFLLL_03056	CDS	798	murI	5.1.1.3	COG0796	Glutamate racemase
EMFGFLLL_03057	CDS	459				hypothetical protein
EMFGFLLL_03058	CDS	162				hypothetical protein
EMFGFLLL_03059	CDS	1071				hypothetical protein
EMFGFLLL_03060	CDS	885				hypothetical protein
EMFGFLLL_03061	CDS	657	phoB_2		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
EMFGFLLL_03062	CDS	1500				hypothetical protein
EMFGFLLL_03063	CDS	1377	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
EMFGFLLL_03064	CDS	1539	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
EMFGFLLL_03065	CDS	279				hypothetical protein
EMFGFLLL_03066	CDS	375				hypothetical protein
EMFGFLLL_03067	CDS	1239				hypothetical protein
EMFGFLLL_03068	CDS	981				hypothetical protein
EMFGFLLL_03069	CDS	1569	hpxW	3.5.1.126	COG0405	Oxamate amidohydrolase proenzyme
EMFGFLLL_03070	tRNA	75				tRNA-Gly(tcc)
EMFGFLLL_03071	CDS	1386				hypothetical protein
EMFGFLLL_03072	CDS	543				hypothetical protein
EMFGFLLL_03073	CDS	1233				L-lactate transporter
EMFGFLLL_03074	CDS	2358				hypothetical protein
EMFGFLLL_03075	CDS	186				hypothetical protein
EMFGFLLL_03076	CDS	1083				hypothetical protein
EMFGFLLL_03077	CDS	567				hypothetical protein
EMFGFLLL_03078	CDS	189				hypothetical protein
EMFGFLLL_03079	CDS	957	alx		COG0861	Putative membrane-bound redox modulator Alx
EMFGFLLL_03080	CDS	96				hypothetical protein
EMFGFLLL_03081	CDS	1743		3.1.3.5	COG0737	NAD 5'-nucleotidase
EMFGFLLL_03082	CDS	1632	recF_1			DNA replication and repair protein RecF
EMFGFLLL_03083	CDS	498	ycdZ			Inner membrane protein YcdZ
EMFGFLLL_03084	CDS	906	argP_2			HTH-type transcriptional regulator ArgP
EMFGFLLL_03085	CDS	1452				hypothetical protein
EMFGFLLL_03086	CDS	570	yceI		COG2353	Protein YceI
EMFGFLLL_03087	CDS	546	yceJ_2		COG3038	Cytochrome b561 
EMFGFLLL_03088	CDS	636				hypothetical protein
EMFGFLLL_03089	CDS	798	pdeN	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
EMFGFLLL_03090	CDS	381				hypothetical protein
EMFGFLLL_03091	CDS	717	yghB		COG0586	Inner membrane protein YghB
EMFGFLLL_03092	CDS	237	tatA_2		COG1826	Sec-independent protein translocase protein TatA
EMFGFLLL_03093	CDS	693	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
EMFGFLLL_03094	CDS	1491	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
EMFGFLLL_03095	CDS	3240	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
EMFGFLLL_03096	CDS	1863	kup			Low affinity potassium transport system protein kup
EMFGFLLL_03097	CDS	945	rbgA		COG1161	Ribosome biogenesis GTPase A
EMFGFLLL_03098	CDS	990	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
EMFGFLLL_03099	CDS	1407	clcA_1		COG0038	H(+)/Cl(-) exchange transporter ClcA
EMFGFLLL_03100	CDS	963				hypothetical protein
EMFGFLLL_03101	CDS	1170	cqsA	2.3.-.-	COG0156	CAI-1 autoinducer synthase
EMFGFLLL_03102	CDS	2049	cqsS	2.7.13.3		CAI-1 autoinducer sensor kinase/phosphatase CqsS
EMFGFLLL_03103	CDS	3042				hypothetical protein
EMFGFLLL_03104	CDS	1140	sbcD			Nuclease SbcCD subunit D
EMFGFLLL_03105	CDS	981	cra		COG1609	Catabolite repressor/activator
EMFGFLLL_03106	CDS	1188	fruB		COG1925	Multiphosphoryl transfer protein
EMFGFLLL_03107	CDS	954	lacC	2.7.1.144		Tagatose-6-phosphate kinase
EMFGFLLL_03108	CDS	1737	fruA		COG1299	PTS system fructose-specific EIIB'BC component
EMFGFLLL_03109	CDS	684				hypothetical protein
EMFGFLLL_03110	CDS	1182	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
EMFGFLLL_03111	CDS	468	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
EMFGFLLL_03112	CDS	2121	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
EMFGFLLL_03113	CDS	2874				hypothetical protein
EMFGFLLL_03114	CDS	102				hypothetical protein
EMFGFLLL_03115	CDS	444				hypothetical protein
EMFGFLLL_03116	CDS	246				hypothetical protein
EMFGFLLL_03117	CDS	522				hypothetical protein
EMFGFLLL_03118	CDS	270				hypothetical protein
EMFGFLLL_03119	CDS	303	relE2		COG3668	Toxin RelE2
EMFGFLLL_03120	CDS	258				hypothetical protein
EMFGFLLL_03121	CDS	288				hypothetical protein
